Kingston/Plymouth Line,1,16,JFK/UMASS,42.321123,-71.052555,Trunk
Kingston/Plymouth Line,1,17,South Station,42.352614,-71.055364,Trunk
Lowell Line,1,1,Lowell,42.638402,-71.314916,Trunk
Lowell Line,1,2,North Billerica,42.592881,-71.280869,Trunk
Lowell Line,1,4,Wilmington,42.546368,-71.173569,Trunk
Lowell Line,1,5,Anderson/ Woburn,42.518082,-71.138650,Trunk
Lowell Line,1,6,Mishawum,42.503595,-71.137511,Trunk
Lowell Line,1,7,Winchester Center,42.452650,-71.137041,Trunk
Lowell Line,1,8,Wedgemere,42.445284,-71.140909,Trunk
Lowell Line,1,9,West Medford,42.421184,-71.132468,Trunk
Lowell Line,1,10,North Station,42.365551,-71.061251,Trunk
Middleborough/Lakeville Line,1,8,Middleboro/ Lakeville,41.878210,-70.918444,Trunk
Middleborough/Lakeville Line,1,9,Bridgewater,41.986355,-70.966625,Trunk
Middleborough/Lakeville Line,1,10,Campello,42.060038,-71.012460,Trunk
Middleborough/Lakeville Line,1,11,Brockton,42.085720,-71.016860,Trunk
Middleborough/Lakeville Line,1,12,Montello,42.106047,-71.021078,Trunk
Middleborough/Lakeville Line,1,13,Holbrook/ Randolph,42.155314,-71.027518,Trunk
Middleborough/Lakeville Line,1,14,Braintree,42.208550,-71.000850,Trunk
Middleborough/Lakeville Line,1,15,Quincy Center,42.250862,-71.004843,Trunk
Middleborough/Lakeville Line,1,16,JFK/UMASS,42.321123,-71.052555,Trunk
Middleborough/Lakeville Line,1,17,South Station,42.352614,-71.055364,Trunk
Needham Line,1,1,Needham Heights,42.293139,-71.235087,Trunk
Needham Line,1,2,Needham Center,42.280274,-71.238089,Trunk
Needham Line,1,3,Needham Junction,42.273327,-71.238007,Trunk
Needham Line,1,4,Hersey,42.275842,-71.214853,Trunk
Needham Line,1,5,West Roxbury,42.281600,-71.159932,Trunk
Needham Line,1,6,Highland,42.284869,-71.154700,Trunk
Needham Line,1,7,Bellevue,42.287138,-71.146060,Trunk
Needham Line,1,8,Roslindale Village,42.287206,-71.129610,Trunk
Needham Line,1,9,Forest Hills,42.300023,-71.113377,Trunk
Needham Line,1,10,Ruggles,42.335545,-71.090524,Trunk
Needham Line,1,11,Back Bay,42.347158,-71.075769,Trunk
Needham Line,1,12,South Station,42.352614,-71.055364,Trunk
Newburyport/Rockport Line,1,1,Rockport,42.656173,-70.625616,Primary
Newburyport/Rockport Line,1,2,Gloucester,42.616069,-70.668767,Primary
Newburyport/Rockport Line,1,3,West Gloucester,42.610928,-70.706456,Primary
Newburyport/Rockport Line,1,4,Manchester,42.573570,-70.770473,Primary
Newburyport/Rockport Line,1,5,Beverly Farms,42.561403,-70.812745,Primary
Newburyport/Rockport Line,1,6,Prides Crossing,42.559513,-70.824813,Primary
Newburyport/Rockport Line,1,7,Montserrat,42.561483,-70.870035,Primary
Newburyport/Rockport Line,1,8,Newburyport,42.800292,-70.880262,Secondary
Newburyport/Rockport Line,1,9,Rowley,42.725351,-70.859436,Secondary
Newburyport/Rockport Line,1,10,Ipswich,42.678355,-70.840024,Secondary
Newburyport/Rockport Line,1,11,Hamilton/ Wenham,42.610756,-70.874005,Secondary
Newburyport/Rockport Line,1,12,North Beverly,42.582471,-70.884501,Secondary
Newburyport/Rockport Line,1,13,Beverly,42.546907,-70.885168,Trunk
Newburyport/Rockport Line,1,14,Salem,42.523927,-70.898903,Trunk
Newburyport/Rockport Line,1,15,Swampscott,42.473739,-70.922036,Trunk
Newburyport/Rockport Line,1,16,Lynn,42.462293,-70.947794,Trunk
Newburyport/Rockport Line,1,17,River Works,42.453804,-70.975698,Trunk
Newburyport/Rockport Line,1,18,Chelsea,42.395661,-71.034826,Trunk
Newburyport/Rockport Line,1,19,North Station,42.365551,-71.061251,Trunk
Providence/Stoughton Line,1,1,Wickford Junction,41.5808,-71.4914,Primary
Providence/Stoughton Line,1,2,TF Green Airport,41.726599,-71.442453,Primary
Providence/Stoughton Line,1,3,Providence,41.829641,-71.413332,Primary
Providence/Stoughton Line,1,4,South Attleboro,41.897943,-71.354621,Primary
Providence/Stoughton Line,1,5,Attleboro,41.942097,-71.284897,Primary
Providence/Stoughton Line,1,6,Mansfield,42.032734,-71.219318,Primary
Providence/Stoughton Line,1,7,Sharon,42.124804,-71.183213,Primary
Providence/Stoughton Line,1,8,Stoughton,42.123818,-71.103090,Secondary
Providence/Stoughton Line,1,9,Canton Center,42.156769,-71.145530,Secondary
Providence/Stoughton Line,1,10,Canton Junction,42.163423,-71.153374,Trunk
Providence/Stoughton Line,1,11,Route 128,42.209884,-71.147100,Trunk
Providence/Stoughton Line,1,12,Hyde Park,42.255121,-71.125022,Trunk
Providence/Stoughton Line,1,13,Ruggles,42.335545,-71.090524,Trunk
Providence/Stoughton Line,1,14,Back Bay,42.347158,-71.075769,Trunk
Providence/Stoughton Line,1,15,South Station,42.352614,-71.055364,Trunk
